setting,length,needle_frac,layer,head,detect_rate,event_rate,retrieval_score,avg_mass,retrieval_rate,copied_first_rate,avg_prompt_len_tokens,avg_distance_tokens
L8192_p0.10,8192,0.1,18,7,0.0,0.0,0.0,0.023708176612854005,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,8,0.0,0.0,0.0,1.3703020960953438e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,9,0.0,0.0,0.0,0.06260757446289063,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,10,0.0,0.0,0.0,0.0016891345381736755,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,11,0.0,0.0,0.0,0.00017757657915353774,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,0,0.0,0.0,0.0,0.005831181444227696,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,1,1.0,1.0,1.0,0.4480244815349579,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,2,0.0,0.0,0.0,0.0007824418134987354,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,3,0.0,0.0,0.0,0.028081238269805908,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,4,0.0,0.0,0.0,0.09468441009521485,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,5,0.0,0.0,0.0,0.004924747091718018,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,6,0.0,0.0,0.0,0.0003465084359049797,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,7,0.0,0.0,0.0,0.0002351345494389534,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,8,0.0,0.0,0.0,0.0004534553736448288,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,9,0.0,0.0,0.0,0.0018680334091186524,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,10,0.0,0.0,0.0,4.759645089507103e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,19,11,0.0,0.0,0.0,6.002496229484677e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,0,0.225,0.225,0.225,0.1185678482055664,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,1,0.0,0.0,0.0,0.007109871506690979,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,2,1.0,1.0,1.0,0.40917282104492186,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,3,0.1,0.1,0.1,0.10129241943359375,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,4,0.0,0.0,0.0,0.03527909517288208,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,5,1.0,1.0,1.0,0.38980903625488283,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,6,0.0,0.0,0.0,0.011198091506958007,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,7,0.0,0.0,0.0,0.006679213047027588,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,8,0.0,0.0,0.0,0.0015610076487064361,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,9,0.475,0.475,0.475,0.1510706901550293,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,10,0.7,0.7,0.7,0.17245407104492189,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,20,11,0.975,0.975,0.975,0.2860107421875,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,0,0.0,0.0,0.0,0.003924155235290527,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,1,0.0,0.0,0.0,0.0006281249225139618,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,2,0.0,0.0,0.0,0.0001869729720056057,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,3,0.0,0.0,0.0,0.001040700078010559,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,4,0.0,0.0,0.0,0.02973673343658447,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,5,0.0,0.0,0.0,0.013857507705688476,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,6,0.0,0.0,0.0,0.09222679138183594,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,7,0.0,0.0,0.0,0.02875041961669922,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,8,0.0,0.0,0.0,0.05391998291015625,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,9,0.925,0.925,0.925,0.19971675872802735,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,10,0.0,0.0,0.0,0.07921066284179687,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,21,11,1.0,1.0,1.0,0.4503593444824219,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,0,0.0,0.0,0.0,0.00015368938038591297,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,1,0.0,0.0,0.0,0.0009317688643932342,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,2,0.0,0.0,0.0,1.1326147551926624e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,3,0.0,0.0,0.0,0.001514698751270771,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,4,0.0,0.0,0.0,0.014080339670181274,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,5,0.0,0.0,0.0,0.007072830200195312,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,6,0.0,0.0,0.0,0.03310871124267578,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,7,1.0,1.0,1.0,0.39308817498385906,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,8,0.0,0.0,0.0,0.0061172544956207275,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,9,0.0,0.0,0.0,0.0020158763974905012,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,10,0.525,0.525,0.525,0.15181779861450195,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,22,11,0.0,0.0,0.0,0.016052037477493286,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,0,0.0,0.0,0.0,0.008885383559390902,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,1,0.0,0.0,0.0,0.017074758373200893,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,2,0.0,0.0,0.0,0.06404689373448491,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,3,0.0,0.0,0.0,0.010638123378157616,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,4,0.05,0.05,0.05,0.09513520263135433,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,5,0.0,0.0,0.0,0.006206631660461426,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,6,0.0,0.0,0.0,5.700794281437993e-06,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,7,0.0,0.0,0.0,0.0010382771492004395,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,8,0.775,0.775,0.775,0.19544663429260253,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,9,0.0,0.0,0.0,2.8864298519692967e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,10,0.0,0.0,0.0,0.0003394838888198137,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,23,11,0.0,0.0,0.0,4.231124185025692e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,0,0.0,0.0,0.0,0.00030281729996204374,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,1,0.0,0.0,0.0,0.000315816979855299,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,2,0.0,0.0,0.0,0.00023236069828271865,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,3,0.0,0.0,0.0,0.0014807924628257752,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,4,0.0,0.0,0.0,0.00048639432061463593,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,5,0.0,0.0,0.0,0.00572047233581543,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,6,0.0,0.0,0.0,0.006296932697296143,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,7,0.0,0.0,0.0,0.0005855068564414978,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,8,0.0,0.0,0.0,0.00445367693901062,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,9,0.0,0.0,0.0,0.016063719987869263,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,10,0.0,0.0,0.0,0.011730217933654785,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,24,11,0.0,0.0,0.0,0.00872805118560791,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,0,0.0,0.0,0.0,0.0007595106959342957,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,1,0.0,0.0,0.0,7.426850497722625e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,2,0.0,0.0,0.0,0.0003488117828965187,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,3,0.0,0.0,0.0,4.463980076252483e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,4,0.0,0.0,0.0,0.005324429273605347,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,5,0.0,0.0,0.0,0.002542990818619728,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,6,0.0,0.0,0.0,0.004928028583526612,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,7,0.0,0.0,0.0,0.00025586634874343874,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,8,0.0,0.0,0.0,0.003757929801940918,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,9,0.0,0.0,0.0,0.003066539764404297,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,10,0.0,0.0,0.0,0.0005325177684426307,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,25,11,0.0,0.0,0.0,0.007379871606826782,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,0,0.0,0.0,0.0,0.0031657814979553223,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,1,0.0,0.0,0.0,0.012730240821838379,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,2,0.0,0.0,0.0,0.0044071972370147705,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,3,0.0,0.0,0.0,0.005824357271194458,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,4,0.0,0.0,0.0,0.013741827011108399,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,5,0.0,0.0,0.0,0.001166854053735733,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,6,0.0,0.0,0.0,0.004456263780593872,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,7,0.0,0.0,0.0,0.006757545471191406,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,8,0.0,0.0,0.0,0.00502285361289978,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,9,0.0,0.0,0.0,0.005081084370613098,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,10,0.0,0.0,0.0,0.0010711327195167542,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,26,11,0.0,0.0,0.0,0.008138310909271241,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,0,0.0,0.0,0.0,0.013526520133018494,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,1,0.0,0.0,0.0,0.006708496809005737,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,2,0.0,0.0,0.0,0.002290695905685425,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,3,0.0,0.0,0.0,0.0016514241695404052,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,4,0.0,0.0,0.0,0.004047626256942749,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,5,0.0,0.0,0.0,0.03500102758407593,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,6,0.0,0.0,0.0,0.017767620086669923,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,7,0.0,0.0,0.0,0.06238975524902344,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,8,0.0,0.0,0.0,0.007963645458221435,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,9,0.0,0.0,0.0,0.00017932653427124023,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,10,0.0,0.0,0.0,0.0007162131369113922,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,27,11,0.0,0.0,0.0,0.011646080017089843,1.0,1.0,8135.25,7251.275
L8192_p0.90,8192,0.9,0,0,0.0,0.0,0.0,1.4585035387426615e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,1,0.0,0.0,0.0,1.715032911757056e-29,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,2,0.0,0.0,0.0,1.223330618813634e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,3,0.0,0.0,0.0,0.0,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,4,0.0,0.0,0.0,1.556894858367741e-07,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,5,0.0,0.0,0.0,2.566465991549194e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,6,0.0,0.0,0.0,4.7341541256938575e-12,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,7,0.0,0.0,0.0,0.000562874972820282,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,8,0.0,0.0,0.0,2.7734035242588106e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,9,0.0,0.0,0.0,1.8137969163944945e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,10,0.0,0.0,0.0,7.562284132234254e-14,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,0,11,0.0,0.0,0.0,1.4309742255136371e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,0,0.0,0.0,0.0,2.3656732082599776e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,1,0.0,0.0,0.0,1.8828459900532834e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,2,0.0,0.0,0.0,8.274391293525696e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,3,0.0,0.0,0.0,5.704630166292191e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,4,0.0,0.0,0.0,1.9648162863372676e-07,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,5,0.0,0.0,0.0,0.0010002702474594116,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,6,0.0,0.0,0.0,0.0009854555130004883,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,7,0.0,0.0,0.0,0.0001318497583270073,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,8,0.0,0.0,0.0,0.001194651424884796,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,9,0.0,0.0,0.0,0.0003351002931594849,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,10,0.0,0.0,0.0,5.3892307914793494e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,1,11,0.0,0.0,0.0,6.975401192903519e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,0,0.0,0.0,0.0,2.3058708757162093e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,1,0.0,0.0,0.0,3.5177567042410374e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,2,0.0,0.0,0.0,0.013934564590454102,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,3,0.0,0.0,0.0,3.688472570502199e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,4,0.0,0.0,0.0,0.00032531842589378357,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,5,0.0,0.0,0.0,0.0024787038564682007,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,6,0.0,0.0,0.0,9.321495890617371e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,7,0.0,0.0,0.0,7.999506779015065e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,8,0.0,0.0,0.0,1.739535146043636e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,9,0.0,0.0,0.0,0.00054129958152771,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,10,0.0,0.0,0.0,6.657515186816453e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,2,11,0.0,0.0,0.0,0.00024042055010795594,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,0,0.0,0.0,0.0,0.0012601425871253014,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,1,0.0,0.0,0.0,0.0019130300730466842,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,2,0.0,0.0,0.0,0.00016975325634120962,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,3,0.0,0.0,0.0,0.0005207919981330633,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,4,0.0,0.0,0.0,0.0003827719017863274,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,5,0.0,0.0,0.0,0.0005288529675453902,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,6,0.0,0.0,0.0,0.0003286406397819519,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,7,0.0,0.0,0.0,0.016051006317138673,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,8,0.0,0.0,0.0,0.004166781902313232,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,9,0.0,0.0,0.0,0.0020846545696258543,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,10,0.0,0.0,0.0,1.268838532269001e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,3,11,0.0,0.0,0.0,0.007075214385986328,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,0,0.0,0.0,0.0,0.0004417404532432556,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,1,0.0,0.0,0.0,0.0022644758224487304,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,2,0.0,0.0,0.0,4.070480354130268e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,3,0.0,0.0,0.0,0.001661500334739685,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,4,0.0,0.0,0.0,0.000761452317237854,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,5,0.0,0.0,0.0,8.732825517654419e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,6,0.0,0.0,0.0,8.04153038188815e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,7,0.0,0.0,0.0,2.812132879626006e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,8,0.0,0.0,0.0,0.00031890608370304107,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,9,0.0,0.0,0.0,6.017661653459072e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,10,0.0,0.0,0.0,7.267234614118933e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,4,11,0.0,0.0,0.0,0.00025540251517668365,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,0,0.0,0.0,0.0,0.0005328655242919922,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,1,0.0,0.0,0.0,0.0001316018868237734,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,2,0.0,0.0,0.0,0.0009709522128105164,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,3,0.0,0.0,0.0,0.0017033517360687256,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,4,0.0,0.0,0.0,0.005433082580566406,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,5,0.0,0.0,0.0,0.001437145471572876,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,6,0.0,0.0,0.0,0.0001772221177816391,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,7,0.0,0.0,0.0,0.00012253960594534873,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,8,0.0,0.0,0.0,7.637981325387954e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,9,0.0,0.0,0.0,2.8450028409565674e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,10,0.0,0.0,0.0,2.3596533537784124e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,5,11,0.0,0.0,0.0,7.539738726336509e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,0,0.0,0.0,0.0,0.0005185939371585846,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,1,0.0,0.0,0.0,3.0484747412629075e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,2,0.0,0.0,0.0,4.075337201356888e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,3,0.0,0.0,0.0,0.0002561971545219421,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,4,0.0,0.0,0.0,8.53976234793663e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,5,0.0,0.0,0.0,9.739180677570403e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,6,0.0,0.0,0.0,3.078732333960943e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,7,0.0,0.0,0.0,0.00010614696657285094,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,8,0.0,0.0,0.0,2.835343528317935e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,9,0.0,0.0,0.0,9.478658685111441e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,10,0.0,0.0,0.0,3.369705518707633e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,6,11,0.0,0.0,0.0,9.079928702249163e-07,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,0,0.0,0.0,0.0,0.0006816647946834564,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,1,0.0,0.0,0.0,0.0005151048302650451,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,2,0.0,0.0,0.0,0.00022395700216293335,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,3,0.0,0.0,0.0,0.0002783030882710591,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,4,0.0,0.0,0.0,0.0019249409437179566,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,5,0.0,0.0,0.0,0.0017993807792663573,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,6,0.0,0.0,0.0,0.003062748908996582,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,7,0.0,0.0,0.0,0.0006077921949326992,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,8,0.0,0.0,0.0,0.0005216109419961867,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,9,0.0,0.0,0.0,0.0007876843214035034,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,10,0.0,0.0,0.0,0.0009034097194671631,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,7,11,0.0,0.0,0.0,0.0023886799812316895,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,0,0.0,0.0,0.0,0.0003966964781284332,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,1,0.0,0.0,0.0,0.0006113998591899872,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,2,0.0,0.0,0.0,0.009151220321655273,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,3,0.0,0.0,0.0,8.152481760115293e-07,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,4,0.0,0.0,0.0,1.2044962932122872e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,5,0.0,0.0,0.0,0.00037823691964149474,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,6,0.0,0.0,0.0,0.00017902832478284837,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,7,0.0,0.0,0.0,0.005906849831808359,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,8,0.0,0.0,0.0,0.0007110409438610077,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,9,0.0,0.0,0.0,3.015948459506035e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,10,0.0,0.0,0.0,0.00018376775551587343,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,8,11,0.0,0.0,0.0,0.0005003424361348152,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,0,0.0,0.0,0.0,0.0002922475337982178,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,1,0.0,0.0,0.0,0.0004205062985420227,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,2,0.0,0.0,0.0,1.6243720892816782e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,3,0.0,0.0,0.0,0.0007470473647117615,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,4,0.0,0.0,0.0,0.00012530814856290818,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,5,0.0,0.0,0.0,0.0001504580955952406,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,6,0.0,0.0,0.0,0.0015826106071472168,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,7,0.0,0.0,0.0,0.0005497030913829803,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,8,0.0,0.0,0.0,0.002154412865638733,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,9,0.0,0.0,0.0,0.00011645369231700897,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,10,0.0,0.0,0.0,4.464869562070817e-06,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,9,11,0.0,0.0,0.0,6.605578819289804e-05,1.0,1.0,8144.9,820.475
L8192_p0.90,8192,0.9,10,0,0.0,0.0,0.0,0.00702061653137207,1.0,1.0,8144.9,820.475
