setting,length,needle_frac,layer,head,detect_rate,event_rate,retrieval_score,avg_mass,retrieval_rate,copied_first_rate,avg_prompt_len_tokens,avg_distance_tokens
L8192_p0.10,8192,0.1,11,1,0.0,0.0,0.0,3.259344957768917e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,2,0.0,0.0,0.0,7.134375300665851e-06,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,3,0.0,0.0,0.0,0.004487645626068115,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,4,0.0,0.0,0.0,3.423160492275201e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,5,0.0,0.0,0.0,0.0005188412964344024,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,6,0.0,0.0,0.0,8.121742866933346e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,7,0.0,0.0,0.0,0.0013266593217849732,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,8,0.0,0.0,0.0,0.00029167161555960776,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,9,0.0,0.0,0.0,0.003708566725254059,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,10,0.0,0.0,0.0,0.0003054946195334196,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,11,11,0.0,0.0,0.0,5.556064425036311e-05,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,0,0.0,0.0,0.0,0.00018420852720737457,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,1,0.0,0.0,0.0,0.00044865328818559646,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,2,0.0,0.0,0.0,0.0009146958589553833,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,3,0.0,0.0,0.0,0.005908870697021484,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,4,0.0,0.0,0.0,0.0003750357776880264,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,12,5,0.0,0.0,0.0,0.001757502555847168,1.0,1.0,8135.25,7251.275
