group,variant,seed,target_tokens,actual_tokens,needle_frac,gold,n_heads,baseline_logprob,ablated_logprob,delta_logprob
answer_address_inactive_control,paraphrase,201240,8192,8191,0.5,825220,3,-2.0524028142293296,-2.05239200592041,1.0808308919418863e-05
query_tail_inactive_control,paraphrase,201240,8192,8191,0.5,825220,9,-2.0524028142293296,-2.1148681640625,-0.062465349833170425
answer_address,paraphrase,201241,8192,8192,0.5,844590,3,-2.0731908480326333,-2.15653928120931,-0.08334843317667673
non_address_core,paraphrase,201241,8192,8192,0.5,844590,16,-2.0731908480326333,-3.3751352628072104,-1.3019444147745771
strong13,paraphrase,201241,8192,8192,0.5,844590,13,-2.0731908480326333,-3.187712828318278,-1.1145219802856445
core19,paraphrase,201241,8192,8192,0.5,844590,19,-2.0731908480326333,-3.4168094793955484,-1.343618631362915
first_token_sink,paraphrase,201241,8192,8192,0.5,844590,6,-2.0731908480326333,-2.437716086705526,-0.36452523867289255
query_tail,paraphrase,201241,8192,8192,0.5,844590,9,-2.0731908480326333,-3.104383945465088,-1.0311930974324546
answer_address_inactive_control,paraphrase,201241,8192,8192,0.5,844590,3,-2.0731908480326333,-2.0836049715677896,-0.01041412353515625
query_tail_inactive_control,paraphrase,201241,8192,8192,0.5,844590,9,-2.0731908480326333,-2.114856402079264,-0.04166555404663086
answer_address,relational,301234,8192,8192,0.5,994066,3,-1.7442070643107097,-1.9437888463338215,-0.19958178202311183
non_address_core,relational,301234,8192,8192,0.5,994066,16,-1.7442070643107097,-3.1753158569335938,-1.431108792622884
strong13,relational,301234,8192,8192,0.5,994066,13,-1.7442070643107097,-3.299465815226237,-1.5552587509155271
core19,relational,301234,8192,8192,0.5,994066,19,-1.7442070643107097,-3.2809054056803384,-1.5366983413696287
first_token_sink,relational,301234,8192,8192,0.5,994066,6,-1.7442070643107097,-2.1184991200764975,-0.37429205576578783
query_tail,relational,301234,8192,8192,0.5,994066,9,-1.7442070643107097,-2.8203611373901367,-1.076154073079427
answer_address_inactive_control,relational,301234,8192,8192,0.5,994066,3,-1.7442070643107097,-1.7752024332682292,-0.03099536895751953
query_tail_inactive_control,relational,301234,8192,8192,0.5,994066,9,-1.7442070643107097,-1.8373878796895344,-0.09318081537882472
answer_address,relational,301235,8192,8192,0.5,726316,3,-1.7923868497212727,-1.9175081253051758,-0.12512127558390307
non_address_core,relational,301235,8192,8192,0.5,726316,16,-1.7923868497212727,-3.167292912801107,-1.3749060630798342
strong13,relational,301235,8192,8192,0.5,726316,13,-1.7923868497212727,-3.1466477711995444,-1.3542609214782717
core19,relational,301235,8192,8192,0.5,726316,19,-1.7923868497212727,-3.1257333755493164,-1.3333465258280437
first_token_sink,relational,301235,8192,8192,0.5,726316,6,-1.7923868497212727,-2.3235301971435547,-0.531143347422282
query_tail,relational,301235,8192,8192,0.5,726316,9,-1.7923868497212727,-2.771546999613444,-0.9791601498921711
answer_address_inactive_control,relational,301235,8192,8192,0.5,726316,3,-1.7923868497212727,-1.7923668225606282,2.002716064453125e-05
query_tail_inactive_control,relational,301235,8192,8192,0.5,726316,9,-1.7923868497212727,-1.8444476127624512,-0.05206076304117846
answer_address,relational,301236,8192,8192,0.5,708819,3,-1.7711707750956218,-1.9379113515218098,-0.166740576426188
non_address_core,relational,301236,8192,8192,0.5,708819,16,-1.7711707750956218,-3.083604335784912,-1.3124335606892903
strong13,relational,301236,8192,8192,0.5,708819,13,-1.7711707750956218,-3.021176020304362,-1.25000524520874
core19,relational,301236,8192,8192,0.5,708819,19,-1.7711707750956218,-3.0628172556559243,-1.2916464805603025
first_token_sink,relational,301236,8192,8192,0.5,708819,6,-1.7711707750956218,-2.2919586499532065,-0.5207878748575847
query_tail,relational,301236,8192,8192,0.5,708819,9,-1.7711707750956218,-2.6565516789754233,-0.8853809038798015
answer_address_inactive_control,relational,301236,8192,8192,0.5,708819,3,-1.7711707750956218,-1.7919994990030925,-0.020828723907470703
query_tail_inactive_control,relational,301236,8192,8192,0.5,708819,9,-1.7711707750956218,-1.8336644172668457,-0.062493642171223884
answer_address,relational,301237,8192,8192,0.5,227126,3,-1.7975945472717285,-1.9178600311279297,-0.12026548385620117
non_address_core,relational,301237,8192,8192,0.5,227126,16,-1.7975945472717285,-3.6068240801493325,-1.809229532877604
strong13,relational,301237,8192,8192,0.5,227126,13,-1.7975945472717285,-3.3476529121398926,-1.550058364868164
core19,relational,301237,8192,8192,0.5,227126,19,-1.7975945472717285,-3.5889806747436523,-1.7913861274719238
first_token_sink,relational,301237,8192,8192,0.5,227126,6,-1.7975945472717285,-2.3071091969807944,-0.5095146497090659
query_tail,relational,301237,8192,8192,0.5,227126,9,-1.7975945472717285,-2.8359947204589844,-1.0384001731872559
answer_address_inactive_control,relational,301237,8192,8192,0.5,227126,3,-1.7975945472717285,-1.7979346911112468,-0.0003401438395183032
query_tail_inactive_control,relational,301237,8192,8192,0.5,227126,9,-1.7975945472717285,-1.8803901672363281,-0.08279561996459961
answer_address,relational,301238,8192,8192,0.5,112467,3,-1.8546520868937175,-1.875613530476888,-0.020961443583170425
