group,variant,seed,target_tokens,actual_tokens,needle_frac,gold,n_heads,baseline_logprob,ablated_logprob,delta_logprob
query_tail,literal,1239,16384,16383,0.5,178315,9,-2.0843334197998047,-2.9803679784139,-0.8960345586140952
answer_address_inactive_control,literal,1239,16384,16383,0.5,178315,3,-2.0843334197998047,-2.073947270711263,0.010386149088541519
query_tail_inactive_control,literal,1239,16384,16383,0.5,178315,9,-2.0843334197998047,-2.0634732246398926,0.02086019515991211
answer_address,literal,1240,16384,16384,0.5,779361,3,-2.0422139167785645,-2.1985915501912436,-0.15637763341267918
non_address_core,literal,1240,16384,16384,0.5,779361,16,-2.0422139167785645,-3.4796104431152344,-1.43739652633667
strong13,literal,1240,16384,16384,0.5,779361,13,-2.0422139167785645,-3.438127040863037,-1.3959131240844727
core19,literal,1240,16384,16384,0.5,779361,19,-2.0422139167785645,-3.458796977996826,-1.4165830612182617
first_token_sink,literal,1240,16384,16384,0.5,779361,6,-2.0422139167785645,-2.6047236124674478,-0.5625096956888833
query_tail,literal,1240,16384,16384,0.5,779361,9,-2.0422139167785645,-3.0004321734110513,-0.9582182566324868
answer_address_inactive_control,literal,1240,16384,16384,0.5,779361,3,-2.0422139167785645,-1.990126132965088,0.05208778381347656
query_tail_inactive_control,literal,1240,16384,16384,0.5,779361,9,-2.0422139167785645,-1.9692546526590984,0.07295926411946607
answer_address,literal,1241,16384,16384,0.5,731022,3,-2.146798292795817,-2.261603037516276,-0.11480474472045898
non_address_core,literal,1241,16384,16384,0.5,731022,16,-2.146798292795817,-3.625788847605387,-1.4789905548095703
strong13,literal,1241,16384,16384,0.5,731022,13,-2.146798292795817,-3.459563891092936,-1.3127655982971191
core19,literal,1241,16384,16384,0.5,731022,19,-2.146798292795817,-3.563355286916097,-1.4165569941202802
first_token_sink,literal,1241,16384,16384,0.5,731022,6,-2.146798292795817,-2.730206330617269,-0.5834080378214521
query_tail,literal,1241,16384,16384,0.5,731022,9,-2.146798292795817,-3.1049253145853677,-0.9581270217895508
answer_address_inactive_control,literal,1241,16384,16384,0.5,731022,3,-2.146798292795817,-2.1259256998697915,0.02087259292602539
query_tail_inactive_control,literal,1241,16384,16384,0.5,731022,9,-2.146798292795817,-2.021641413370768,0.12515687942504883
answer_address,alias,101234,16384,16384,0.5,476403,3,-1.9972012837727864,-2.1355918248494468,-0.13839054107666038
non_address_core,alias,101234,16384,16384,0.5,476403,16,-1.9972012837727864,-3.280968348185221,-1.2837670644124348
strong13,alias,101234,16384,16384,0.5,476403,13,-1.9972012837727864,-3.407668113708496,-1.4104668299357097
core19,alias,101234,16384,16384,0.5,476403,19,-1.9972012837727864,-3.3646923700968423,-1.367491086324056
first_token_sink,alias,101234,16384,16384,0.5,476403,6,-1.9972012837727864,-2.3818187713623047,-0.3846174875895183
query_tail,alias,101234,16384,16384,0.5,476403,9,-1.9972012837727864,-2.9688539505004883,-0.9716526667277019
answer_address_inactive_control,alias,101234,16384,16384,0.5,476403,3,-1.9972012837727864,-1.9547077814737956,0.04249350229899074
query_tail_inactive_control,alias,101234,16384,16384,0.5,476403,9,-1.9972012837727864,-2.048337459564209,-0.0511361757914226
answer_address,alias,101235,16384,16384,0.5,419257,3,-1.9216020901997883,-2.1228555043538413,-0.20125341415405296
non_address_core,alias,101235,16384,16384,0.5,419257,16,-1.9216020901997883,-3.2370948791503906,-1.3154927889506023
strong13,alias,101235,16384,16384,0.5,419257,13,-1.9216020901997883,-3.4491562843322754,-1.527554194132487
core19,alias,101235,16384,16384,0.5,419257,19,-1.9216020901997883,-3.4035396575927734,-1.481937567392985
first_token_sink,alias,101235,16384,16384,0.5,419257,6,-1.9216020901997883,-2.3062753677368164,-0.38467327753702807
query_tail,alias,101235,16384,16384,0.5,419257,9,-1.9216020901997883,-2.923532327016195,-1.0019302368164065
answer_address_inactive_control,alias,101235,16384,16384,0.5,419257,3,-1.9216020901997883,-1.8691821098327637,0.052419980367024666
query_tail_inactive_control,alias,101235,16384,16384,0.5,419257,9,-1.9216020901997883,-1.9629289309183757,-0.04132684071858739
answer_address,alias,101236,16384,16384,0.5,896301,3,-1.8136986096700032,-2.1376682917277017,-0.3239696820576985
non_address_core,alias,101236,16384,16384,0.5,896301,16,-1.8136986096700032,-3.1264750162760415,-1.3127764066060383
strong13,alias,101236,16384,16384,0.5,896301,13,-1.8136986096700032,-3.37662665049235,-1.562928040822347
core19,alias,101236,16384,16384,0.5,896301,19,-1.8136986096700032,-3.3767725626627603,-1.563073952992757
first_token_sink,alias,101236,16384,16384,0.5,896301,6,-1.8136986096700032,-2.2303012212117515,-0.41660261154174827
query_tail,alias,101236,16384,16384,0.5,896301,9,-1.8136986096700032,-2.8139559427897134,-1.0002573331197102
answer_address_inactive_control,alias,101236,16384,16384,0.5,896301,3,-1.8136986096700032,-1.7823762893676758,0.0313223203023274
query_tail_inactive_control,alias,101236,16384,16384,0.5,896301,9,-1.8136986096700032,-1.8658202489217122,-0.052121639251708984
answer_address,alias,101237,16384,16383,0.5,847571,3,-1.8167648315429688,-2.1777373949686685,-0.3609725634256997
non_address_core,alias,101237,16384,16383,0.5,847571,16,-1.8167648315429688,-3.1045637130737305,-1.2877988815307617
strong13,alias,101237,16384,16383,0.5,847571,13,-1.8167648315429688,-3.4080727895100913,-1.5913079579671225
core19,alias,101237,16384,16383,0.5,847571,19,-1.8167648315429688,-3.3820176124572754,-1.5652527809143066
first_token_sink,alias,101237,16384,16383,0.5,847571,6,-1.8167648315429688,-2.220820426940918,-0.4040555953979492
query_tail,alias,101237,16384,16383,0.5,847571,9,-1.8167648315429688,-2.852853616078695,-1.036088784535726
answer_address_inactive_control,alias,101237,16384,16383,0.5,847571,3,-1.8167648315429688,-1.7640175819396973,0.052747249603271484
query_tail_inactive_control,alias,101237,16384,16383,0.5,847571,9,-1.8167648315429688,-1.868065357208252,-0.0513005256652832
answer_address,alias,101238,16384,16384,0.5,223928,3,-1.9077980518341064,-2.1792211532592773,-0.2714231014251709
non_address_core,alias,101238,16384,16384,0.5,223928,16,-1.9077980518341064,-3.565552552541097,-1.6577545007069907
strong13,alias,101238,16384,16384,0.5,223928,13,-1.9077980518341064,-3.4389262994130454,-1.531128247578939
core19,alias,101238,16384,16384,0.5,223928,19,-1.9077980518341064,-3.6887663205464682,-1.7809682687123618
first_token_sink,alias,101238,16384,16384,0.5,223928,6,-1.9077980518341064,-2.2409589290618896,-0.3331608772277832
query_tail,alias,101238,16384,16384,0.5,223928,9,-1.9077980518341064,-2.9012464682261148,-0.9934484163920083
answer_address_inactive_control,alias,101238,16384,16384,0.5,223928,3,-1.9077980518341064,-1.855709393819173,0.05208865801493334
query_tail_inactive_control,alias,101238,16384,16384,0.5,223928,9,-1.9077980518341064,-1.9696288108825684,-0.061830759048461914
answer_address,alias,101239,16384,16384,0.5,548522,3,-1.9641262690226238,-2.020486354827881,-0.05636008580525709
non_address_core,alias,101239,16384,16384,0.5,548522,16,-1.9641262690226238,-3.062151829401652,-1.098025560379028
strong13,alias,101239,16384,16384,0.5,548522,13,-1.9641262690226238,-3.219514846801758,-1.255388577779134
core19,alias,101239,16384,16384,0.5,548522,19,-1.9641262690226238,-3.1911873817443848,-1.227061112721761
first_token_sink,alias,101239,16384,16384,0.5,548522,6,-1.9641262690226238,-2.2518043518066406,-0.28767808278401685
query_tail,alias,101239,16384,16384,0.5,548522,9,-1.9641262690226238,-2.7972718874613443,-0.8331456184387205
answer_address_inactive_control,alias,101239,16384,16384,0.5,548522,3,-1.9641262690226238,-1.9002330303192139,0.0638932387034099
query_tail_inactive_control,alias,101239,16384,16384,0.5,548522,9,-1.9641262690226238,-1.9815435409545898,-0.017417271931966072
answer_address,alias,101240,16384,16383,0.5,890717,3,-1.8449970881144206,-2.1581109364827475,-0.3131138483683269
non_address_core,alias,101240,16384,16383,0.5,890717,16,-1.8449970881144206,-3.147202491760254,-1.3022054036458333
strong13,alias,101240,16384,16383,0.5,890717,13,-1.8449970881144206,-3.439136346181234,-1.5941392580668132
core19,alias,101240,16384,16383,0.5,890717,19,-1.8449970881144206,-3.4182840983072915,-1.5732870101928709
first_token_sink,alias,101240,16384,16383,0.5,890717,6,-1.8449970881144206,-2.3031209309895835,-0.45812384287516283
query_tail,alias,101240,16384,16383,0.5,890717,9,-1.8449970881144206,-2.709744612375895,-0.8647475242614744
answer_address_inactive_control,alias,101240,16384,16383,0.5,890717,3,-1.8449970881144206,-1.813623587290446,0.03137350082397461
query_tail_inactive_control,alias,101240,16384,16383,0.5,890717,9,-1.8449970881144206,-1.9074230194091797,-0.06242593129475904
answer_address,alias,101241,16384,16384,0.5,184514,3,-1.9004840850830078,-2.000608762105306,-0.10012467702229833
non_address_core,alias,101241,16384,16384,0.5,184514,16,-1.9004840850830078,-3.2378838857014975,-1.3373998006184897
strong13,alias,101241,16384,16384,0.5,184514,13,-1.9004840850830078,-3.2564783096313477,-1.3559942245483398
core19,alias,101241,16384,16384,0.5,184514,19,-1.9004840850830078,-3.279796282450358,-1.3793121973673501
first_token_sink,alias,101241,16384,16384,0.5,184514,6,-1.9004840850830078,-2.2135537465413413,-0.3130696614583335
query_tail,alias,101241,16384,16384,0.5,184514,9,-1.9004840850830078,-2.7628326416015625,-0.8623485565185547
answer_address_inactive_control,alias,101241,16384,16384,0.5,184514,3,-1.9004840850830078,-1.8483126958211262,0.052171389261881584
query_tail_inactive_control,alias,101241,16384,16384,0.5,184514,9,-1.9004840850830078,-1.909549395243327,-0.009065310160319084
answer_address,paraphrase,201234,16384,16384,0.5,193786,3,-2.1981172959009805,-2.354503790537516,-0.15638649463653564
non_address_core,paraphrase,201234,16384,16384,0.5,193786,16,-2.1981172959009805,-3.4376320838928223,-1.2395147879918418
strong13,paraphrase,201234,16384,16384,0.5,193786,13,-2.1981172959009805,-3.2085687716801963,-1.0104514757792158
core19,paraphrase,201234,16384,16384,0.5,193786,19,-2.1981172959009805,-3.4584973653157554,-1.2603800694147749
first_token_sink,paraphrase,201234,16384,16384,0.5,193786,6,-2.1981172959009805,-2.5939333041508994,-0.3958160082499189
query_tail,paraphrase,201234,16384,16384,0.5,193786,9,-2.1981172959009805,-3.104413469632467,-0.9062961737314863
answer_address_inactive_control,paraphrase,201234,16384,16384,0.5,193786,3,-2.1981172959009805,-2.177276055018107,0.020841240882873535
query_tail_inactive_control,paraphrase,201234,16384,16384,0.5,193786,9,-2.1981172959009805,-2.2189341386159263,-0.02081684271494577
answer_address,paraphrase,201235,16384,16384,0.5,207278,3,-2.2320096492767334,-2.452547629674276,-0.22053798039754247
non_address_core,paraphrase,201235,16384,16384,0.5,207278,16,-2.2320096492767334,-3.62815523147583,-1.3961455821990967
strong13,paraphrase,201235,16384,16384,0.5,207278,13,-2.2320096492767334,-3.503227949142456,-1.2712182998657227
core19,paraphrase,201235,16384,16384,0.5,207278,19,-2.2320096492767334,-3.690007448196411,-1.4579977989196777
first_token_sink,paraphrase,201235,16384,16384,0.5,207278,6,-2.2320096492767334,-2.773352066675822,-0.5413424173990884
query_tail,paraphrase,201235,16384,16384,0.5,207278,9,-2.2320096492767334,-3.3391539255777993,-1.107144276301066
answer_address_inactive_control,paraphrase,201235,16384,16384,0.5,207278,3,-2.2320096492767334,-2.2007594108581543,0.0312502384185791
query_tail_inactive_control,paraphrase,201235,16384,16384,0.5,207278,9,-2.2320096492767334,-2.242428700129191,-0.010419050852457534
answer_address,paraphrase,201236,16384,16384,0.5,331504,3,-2.1465042432149253,-2.427910010019938,-0.2814057668050127
non_address_core,paraphrase,201236,16384,16384,0.5,331504,16,-2.1465042432149253,-3.5632148583730063,-1.416710615158081
strong13,paraphrase,201236,16384,16384,0.5,331504,13,-2.1465042432149253,-3.459314505259196,-1.3128102620442705
core19,paraphrase,201236,16384,16384,0.5,331504,19,-2.1465042432149253,-3.5632514158884683,-1.416747172673543
first_token_sink,paraphrase,201236,16384,16384,0.5,331504,6,-2.1465042432149253,-2.521442174911499,-0.37493793169657375
query_tail,paraphrase,201236,16384,16384,0.5,331504,9,-2.1465042432149253,-3.2926414012908936,-1.1461371580759683
answer_address_inactive_control,paraphrase,201236,16384,16384,0.5,331504,3,-2.1465042432149253,-2.0735486348470054,0.07295560836791992
query_tail_inactive_control,paraphrase,201236,16384,16384,0.5,331504,9,-2.1465042432149253,-2.1984965801239014,-0.05199233690897609
answer_address,paraphrase,201237,16384,16384,0.5,888821,3,-2.031489054361979,-2.1773513158162436,-0.14586226145426462
non_address_core,paraphrase,201237,16384,16384,0.5,888821,16,-2.031489054361979,-3.2501739660898843,-1.2186849117279053
strong13,paraphrase,201237,16384,16384,0.5,888821,13,-2.031489054361979,-3.2085889975229898,-1.1770999431610107
core19,paraphrase,201237,16384,16384,0.5,888821,19,-2.031489054361979,-3.47935418287913,-1.4478651285171509
first_token_sink,paraphrase,201237,16384,16384,0.5,888821,6,-2.031489054361979,-2.3856260776519775,-0.3541370232899985
query_tail,paraphrase,201237,16384,16384,0.5,888821,9,-2.031489054361979,-3.0627389748891196,-1.0312499205271406
answer_address_inactive_control,paraphrase,201237,16384,16384,0.5,888821,3,-2.031489054361979,-1.9689868291219075,0.06250222524007154
query_tail_inactive_control,paraphrase,201237,16384,16384,0.5,888821,9,-2.031489054361979,-2.1044066747029624,-0.07291762034098337
answer_address,paraphrase,201238,16384,16384,0.5,987809,3,-2.052262226740519,-2.291907707850138,-0.23964548110961914
non_address_core,paraphrase,201238,16384,16384,0.5,987809,16,-2.052262226740519,-2.8751486937204995,-0.8228864669799805
strong13,paraphrase,201238,16384,16384,0.5,987809,13,-2.052262226740519,-3.0835517247517905,-1.0312894980112715
core19,paraphrase,201238,16384,16384,0.5,987809,19,-2.052262226740519,-3.1043423811594644,-1.0520801544189453
first_token_sink,paraphrase,201238,16384,16384,0.5,987809,6,-2.052262226740519,-2.323063929875692,-0.2708017031351728
query_tail,paraphrase,201238,16384,16384,0.5,987809,9,-2.052262226740519,-3.0210405190785727,-0.9687782923380537
answer_address_inactive_control,paraphrase,201238,16384,16384,0.5,987809,3,-2.052262226740519,-1.9689269065856934,0.0833353201548257
query_tail_inactive_control,paraphrase,201238,16384,16384,0.5,987809,9,-2.052262226740519,-2.1355906327565513,-0.0833284060160322
answer_address,paraphrase,201239,16384,16384,0.5,845811,3,-2.115019957224528,-2.396378755569458,-0.28135879834493016
non_address_core,paraphrase,201239,16384,16384,0.5,845811,16,-2.115019957224528,-3.333636204401652,-1.218616247177124
strong13,paraphrase,201239,16384,16384,0.5,845811,13,-2.115019957224528,-3.250419537226359,-1.135399580001831
core19,paraphrase,201239,16384,16384,0.5,845811,19,-2.115019957224528,-3.5211268266042075,-1.4061068693796797
first_token_sink,paraphrase,201239,16384,16384,0.5,845811,6,-2.115019957224528,-2.500367005666097,-0.3853470484415693
query_tail,paraphrase,201239,16384,16384,0.5,845811,9,-2.115019957224528,-3.1670706272125244,-1.0520506699879966
answer_address_inactive_control,paraphrase,201239,16384,16384,0.5,845811,3,-2.115019957224528,-2.0629252592722573,0.05209469795227051
query_tail_inactive_control,paraphrase,201239,16384,16384,0.5,845811,9,-2.115019957224528,-2.2504170735677085,-0.13539711634318063
answer_address,paraphrase,201240,16384,16384,0.5,825220,3,-1.9898169835408528,-2.2503026326497397,-0.26048564910888694
non_address_core,paraphrase,201240,16384,16384,0.5,825220,16,-1.9898169835408528,-3.312655210494995,-1.3228382269541423
strong13,paraphrase,201240,16384,16384,0.5,825220,13,-1.9898169835408528,-3.208576202392578,-1.2187592188517253
core19,paraphrase,201240,16384,16384,0.5,825220,19,-1.9898169835408528,-3.5418426990509033,-1.5520257155100505
first_token_sink,paraphrase,201240,16384,16384,0.5,825220,6,-1.9898169835408528,-2.323100964228312,-0.33328398068745924
query_tail,paraphrase,201240,16384,16384,0.5,825220,9,-1.9898169835408528,-3.0835578441619873,-1.0937408606211345
answer_address_inactive_control,paraphrase,201240,16384,16384,0.5,825220,3,-1.9898169835408528,-1.948142369588216,0.04167461395263672
query_tail_inactive_control,paraphrase,201240,16384,16384,0.5,825220,9,-1.9898169835408528,-2.104402542114258,-0.11458555857340502
answer_address,paraphrase,201241,16384,16384,0.5,844590,3,-1.989765961964925,-2.3023077646891275,-0.3125418027242024
non_address_core,paraphrase,201241,16384,16384,0.5,844590,16,-1.989765961964925,-3.1667779286702475,-1.1770119667053225
strong13,paraphrase,201241,16384,16384,0.5,844590,13,-1.989765961964925,-3.146018664042155,-1.1562527020772297
core19,paraphrase,201241,16384,16384,0.5,844590,19,-1.989765961964925,-3.3334603309631348,-1.3436943689982097
first_token_sink,paraphrase,201241,16384,16384,0.5,844590,6,-1.989765961964925,-2.250154972076416,-0.26038901011149096
query_tail,paraphrase,201241,16384,16384,0.5,844590,9,-1.989765961964925,-3.1043319702148438,-1.1145660082499187
answer_address_inactive_control,paraphrase,201241,16384,16384,0.5,844590,3,-1.989765961964925,-1.9272648493448894,0.06250111262003566
query_tail_inactive_control,paraphrase,201241,16384,16384,0.5,844590,9,-1.989765961964925,-2.0939254760742188,-0.1041595141092937
answer_address,relational,301234,16384,16384,0.5,994066,3,-1.797052224477132,-2.0547024408976235,-0.25765021642049146
non_address_core,relational,301234,16384,16384,0.5,994066,16,-1.797052224477132,-3.011417547861735,-1.2143653233846028
strong13,relational,301234,16384,16384,0.5,994066,13,-1.797052224477132,-3.407489458719889,-1.610437234242757
core19,relational,301234,16384,16384,0.5,994066,19,-1.797052224477132,-3.327582677205404,-1.5305304527282717
first_token_sink,relational,301234,16384,16384,0.5,994066,6,-1.797052224477132,-2.1178458531697593,-0.3207936286926272
query_tail,relational,301234,16384,16384,0.5,994066,9,-1.797052224477132,-2.7170893351236978,-0.9200371106465657
answer_address_inactive_control,relational,301234,16384,16384,0.5,994066,3,-1.797052224477132,-1.7655638058980305,0.03148841857910156
query_tail_inactive_control,relational,301234,16384,16384,0.5,994066,9,-1.797052224477132,-1.868843714396159,-0.07179148991902684
answer_address,relational,301235,16384,16384,0.5,726316,3,-1.847448190053304,-2.0155579249064126,-0.16810973485310865
non_address_core,relational,301235,16384,16384,0.5,726316,16,-1.847448190053304,-2.985201835632324,-1.1377536455790203
strong13,relational,301235,16384,16384,0.5,726316,13,-1.847448190053304,-3.27746311823527,-1.430014928181966
core19,relational,301235,16384,16384,0.5,726316,19,-1.847448190053304,-3.235499382019043,-1.388051191965739
first_token_sink,relational,301235,16384,16384,0.5,726316,6,-1.847448190053304,-2.190690835316976,-0.3432426452636721
query_tail,relational,301235,16384,16384,0.5,726316,9,-1.847448190053304,-2.632283846537272,-0.784835656483968
answer_address_inactive_control,relational,301235,16384,16384,0.5,726316,3,-1.847448190053304,-1.8269006411234539,0.020547548929850112
query_tail_inactive_control,relational,301235,16384,16384,0.5,726316,9,-1.847448190053304,-1.9095700581868489,-0.06212186813354492
answer_address,relational,301236,16384,16385,0.5,708819,3,-1.8339330355326335,-2.0112457275390625,-0.17731269200642896
non_address_core,relational,301236,16384,16385,0.5,708819,16,-1.8339330355326335,-2.9797849655151367,-1.1458519299825032
strong13,relational,301236,16384,16385,0.5,708819,13,-1.8339330355326335,-3.2090163230895996,-1.375083287556966
core19,relational,301236,16384,16385,0.5,708819,19,-1.8339330355326335,-3.167431354522705,-1.3334983189900715
first_token_sink,relational,301236,16384,16385,0.5,708819,6,-1.8339330355326335,-2.167143980662028,-0.3332109451293943
query_tail,relational,301236,16384,16385,0.5,708819,9,-1.8339330355326335,-2.594442049662272,-0.7605090141296384
answer_address_inactive_control,relational,301236,16384,16385,0.5,708819,3,-1.8339330355326335,-1.7818336486816406,0.05209938685099291
query_tail_inactive_control,relational,301236,16384,16385,0.5,708819,9,-1.8339330355326335,-1.9276596705118816,-0.09372663497924805
answer_address,relational,301237,16384,16384,0.5,227126,3,-1.8273927370707195,-2.0064085324605307,-0.17901579538981127
non_address_core,relational,301237,16384,16384,0.5,227126,16,-1.8273927370707195,-3.2163230578104653,-1.3889303207397459
strong13,relational,301237,16384,16384,0.5,227126,13,-1.8273927370707195,-3.278856118520101,-1.4514633814493816
core19,relational,301237,16384,16384,0.5,227126,19,-1.8273927370707195,-3.486932913462321,-1.6595401763916013
first_token_sink,relational,301237,16384,16384,0.5,227126,6,-1.8273927370707195,-2.11814292271932,-0.29075018564860033
query_tail,relational,301237,16384,16384,0.5,227126,9,-1.8273927370707195,-2.6337016423543296,-0.8063089052836101
answer_address_inactive_control,relational,301237,16384,16384,0.5,227126,3,-1.8273927370707195,-1.7958989143371582,0.03149382273356127
query_tail_inactive_control,relational,301237,16384,16384,0.5,227126,9,-1.8273927370707195,-1.8786908785502117,-0.05129814147949219
answer_address,relational,301238,16384,16385,0.5,112467,3,-1.886105219523112,-1.9491443634033203,-0.06303914388020826
non_address_core,relational,301238,16384,16385,0.5,112467,16,-1.886105219523112,-3.230817715326945,-1.3447124958038328
strong13,relational,301238,16384,16385,0.5,112467,13,-1.886105219523112,-3.292728900909424,-1.4066236813863118
core19,relational,301238,16384,16385,0.5,112467,19,-1.886105219523112,-3.3559112548828125,-1.4698060353597004
first_token_sink,relational,301238,16384,16385,0.5,112467,6,-1.886105219523112,-2.188075304031372,-0.30197008450826
query_tail,relational,301238,16384,16385,0.5,112467,9,-1.886105219523112,-2.709912141164144,-0.823806921641032
answer_address_inactive_control,relational,301238,16384,16385,0.5,112467,3,-1.886105219523112,-1.8547932306925456,0.031311988830566406
query_tail_inactive_control,relational,301238,16384,16385,0.5,112467,9,-1.886105219523112,-1.9069116910298665,-0.02080647150675441
answer_address,relational,301239,16384,16384,0.5,367666,3,-1.98099946975708,-2.1170199712117515,-0.13602050145467137
non_address_core,relational,301239,16384,16384,0.5,367666,16,-1.98099946975708,-3.0855801900227866,-1.1045807202657065
strong13,relational,301239,16384,16384,0.5,367666,13,-1.98099946975708,-3.4609266916910806,-1.4799272219340005
core19,relational,301239,16384,16384,0.5,367666,19,-1.98099946975708,-3.3567399978637695,-1.3757405281066895
first_token_sink,relational,301239,16384,16384,0.5,367666,6,-1.98099946975708,-2.3869131406148276,-0.40591367085774754
query_tail,relational,301239,16384,16384,0.5,367666,9,-1.98099946975708,-2.8565648396809897,-0.8755653699239097
answer_address_inactive_control,relational,301239,16384,16384,0.5,367666,3,-1.98099946975708,-1.9807658195495605,0.00023365020751953125
query_tail_inactive_control,relational,301239,16384,16384,0.5,367666,9,-1.98099946975708,-2.022403875986735,-0.0414044062296548
answer_address,relational,301240,16384,16384,0.5,321185,3,-2.0111897786458335,-2.2304938634236655,-0.21930408477783203
non_address_core,relational,301240,16384,16384,0.5,321185,16,-2.0111897786458335,-3.354898691177368,-1.3437089125315347
