group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
address_L21H11,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.575520833333333,0.06510416666666696,2.687669436136882,0.02422327902059427
address_L22H10,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.611979166666667,0.028645833333333037,2.687669436136882,0.01065824276906132
support_L20H7,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.682291666666667,-0.04166666666666696,2.687669436136882,-0.015502898573180372
support_L18H3,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.638020833333333,0.0026041666666669627,2.687669436136882,0.0009689311608238766
support_L17H10,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.640625,0.0,2.687669436136882,0.0
support_L20H8,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.638020833333333,0.0026041666666669627,2.687669436136882,0.0009689311608238766
support_L22H0,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.604166666666667,0.03645833333333304,2.687669436136882,0.01356503625153262
support_L22H4,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.6328125,0.0078125,2.687669436136882,0.0029067934824712994
activation_control_L20H5,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.658854166666667,-0.018229166666666963,2.687669436136882,-0.006782518125766475
inactive_control_L21H2,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.635416666666667,0.005208333333333037,2.687669436136882,0.0019378623216474227
inactive_control_L22H8,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.640625,0.0,2.687669436136882,0.0
inactive_control_L22H3,alias,101234,8192,8192,0.1,476403,525796,1,-1.9529555638631184,-4.640625,-1.906717856725057,-4.653645833333333,-0.013020833333333037,2.687669436136882,-0.004844655804118722
address_L22H7,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.114583333333333,0.6953125,2.8899636268615723,0.24059558865628072
address_L21H11,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.716145833333333,0.09375,2.8899636268615723,0.03243985465028504
address_L22H10,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.7421875,0.06770833333333304,2.8899636268615723,0.02342878391409465
support_L20H7,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.794270833333333,0.015625,2.8899636268615723,0.005406642441714174
support_L18H3,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.776041666666667,0.033854166666666075,2.8899636268615723,0.011714391957047172
support_L17H10,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.822916666666667,-0.013020833333333925,2.8899636268615723,-0.00450553536809535
support_L20H8,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.78125,0.028645833333333037,2.8899636268615723,0.009912177809809216
support_L22H0,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.796875,0.013020833333333037,2.8899636268615723,0.004505535368095042
support_L22H4,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.78125,0.028645833333333037,2.8899636268615723,0.009912177809809216
activation_control_L20H5,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.783854166666667,0.026041666666666075,2.8899636268615723,0.009011070736190084
inactive_control_L21H2,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.794270833333333,0.015625,2.8899636268615723,0.005406642441714174
inactive_control_L22H8,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.78125,0.028645833333333037,2.8899636268615723,0.009912177809809216
inactive_control_L22H3,alias,101235,8192,8192,0.1,419257,898276,1,-1.919932206471761,-4.809895833333333,-1.811781406402588,-4.799479166666667,0.010416666666666075,2.8899636268615723,0.003604428294475911
address_L22H7,alias,101236,8192,8192,0.1,896301,139197,1,-1.7837336858113606,-4.381510416666667,-1.7939993540445964,-3.7942708333333335,0.5872395833333335,2.5977767308553066,0.2260546783556674
