group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
answer_address,literal,1234,16384,16384,0.5,915965,256554,3,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.290364583333333,0.33984375,2.5253651936848955,0.13457212083616144
non_address_core,literal,1234,16384,16384,0.5,915965,256554,16,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.609375,0.020833333333333037,2.5253651936848955,0.008249631928653458
strong13,literal,1234,16384,16384,0.5,915965,256554,13,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.303385416666667,0.3268229166666661,2.5253651936848955,0.12941610088075273
core19,literal,1234,16384,16384,0.5,915965,256554,19,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.236979166666667,0.3932291666666661,2.5253651936848955,0.15571180265333598
first_token_sink,literal,1234,16384,16384,0.5,915965,256554,6,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.651041666666667,-0.020833333333333925,2.5253651936848955,-0.008249631928653809
query_tail,literal,1234,16384,16384,0.5,915965,256554,9,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.638020833333333,-0.0078125,2.5253651936848955,-0.0030936119732450904
answer_address_inactive_control,literal,1234,16384,16384,0.5,915965,256554,3,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.661458333333333,-0.03125,2.5253651936848955,-0.012374447892980362
query_tail_inactive_control,literal,1234,16384,16384,0.5,915965,256554,9,-2.1048431396484375,-4.630208333333333,-2.3056777318318686,-4.678385416666667,-0.048177083333333925,2.5253651936848955,-0.019077273835011625
answer_address,literal,1235,16384,16384,0.5,822782,347875,3,-2.1779836813608804,-5.020833333333333,-2.3653812408447266,-4.559895833333333,0.4609375,2.8428496519724527,0.16213924632988874
non_address_core,literal,1235,16384,16384,0.5,822782,347875,16,-2.1779836813608804,-5.020833333333333,-2.3653812408447266,-4.979166666666667,0.041666666666666075,2.8428496519724527,0.014656655035469961
strong13,literal,1235,16384,16384,0.5,822782,347875,13,-2.1779836813608804,-5.020833333333333,-2.3653812408447266,-4.572916666666667,0.4479166666666661,2.8428496519724527,0.1575590416313041
