unit_type,group,layer,head,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_l2,corrupt_l2,diff_l2,relative_diff_l2,cosine_similarity,mean_abs_diff,max_abs_diff,n_elements
group,answer_address,,,literal,1234,8192,8191,0.1,915965,256554,3,13.32412338256836,11.390660285949707,8.243440628051758,0.6670858008401128,0.7884438037872314,0.27032485604286194,2.3515625,384
group,non_address_core,,,literal,1234,8192,8191,0.1,915965,256554,16,29.5242862701416,29.527957916259766,2.04776668548584,0.06935440688831272,0.9975953102111816,0.027590934187173843,0.4775390625,2048
group,strong13,,,literal,1234,8192,8191,0.1,915965,256554,13,28.977394104003906,28.2186279296875,8.278039932250977,0.2894620862749785,0.9584507346153259,0.07773850858211517,2.3515625,1664
group,core19,,,literal,1234,8192,8191,0.1,915965,256554,19,32.39159393310547,31.648815155029297,8.493975639343262,0.2652692498467191,0.965080976486206,0.06591734290122986,2.3515625,2432
group,first_token_sink,,,literal,1234,8192,8191,0.1,915965,256554,6,12.422191619873047,12.411715507507324,0.9015750885009766,0.07260839656655993,0.997364342212677,0.019060932099819183,0.228515625,768
group,query_tail,,,literal,1234,8192,8191,0.1,915965,256554,9,26.1704044342041,26.186527252197266,1.820264220237732,0.06953288367394944,0.9975830316543579,0.03433169052004814,0.4775390625,1152
group,answer_address_inactive_control,,,literal,1234,8192,8191,0.1,915965,256554,3,8.395751953125,8.58378791809082,0.6047695875167847,0.07123509731167764,0.9977079033851624,0.02255403995513916,0.13720703125,384
group,query_tail_inactive_control,,,literal,1234,8192,8191,0.1,915965,256554,9,12.635773658752441,13.026426315307617,2.8769867420196533,0.22421980538907635,0.9753207564353943,0.03692452609539032,0.55859375,1152
head,,22,7,literal,1234,8192,8191,0.1,915965,256554,1,8.402273178100586,5.6313676834106445,7.179167747497559,1.023136877784467,0.5364965200424194,0.4720318615436554,2.3515625,128
head,,21,11,literal,1234,8192,8191,0.1,915965,256554,1,9.438119888305664,9.038426399230957,3.703730344772339,0.4009115434382556,0.9205336570739746,0.2253561019897461,1.7421875,128
head,,22,10,literal,1234,8192,8191,0.1,915965,256554,1,4.2256340980529785,4.042485237121582,1.6420214176177979,0.39719344897025016,0.9220619201660156,0.1135866641998291,0.4326171875,128
head,,20,7,literal,1234,8192,8191,0.1,915965,256554,1,12.598722457885742,12.671465873718262,0.46888548135757446,0.03710977339817968,0.9993280172348022,0.03389003872871399,0.09765625,128
head,,18,3,literal,1234,8192,8191,0.1,915965,256554,1,3.927915573120117,3.887301445007324,0.2011159062385559,0.05146777262155776,0.9987294673919678,0.014226675033569336,0.0634765625,128
head,,17,10,literal,1234,8192,8191,0.1,915965,256554,1,2.9968912601470947,2.9597227573394775,0.0957958996295929,0.03216454829820064,0.999560534954071,0.00691753625869751,0.0234375,128
head,,20,8,literal,1234,8192,8191,0.1,915965,256554,1,10.292960166931152,10.40717887878418,0.3451386094093323,0.033346501552198184,0.9995049238204956,0.02402782440185547,0.0869140625,128
head,,22,0,literal,1234,8192,8191,0.1,915965,256554,1,6.3119797706604,6.038121223449707,1.2465885877609253,0.20187504350862173,0.980597198009491,0.08007299900054932,0.4775390625,128
head,,22,4,literal,1234,8192,8191,0.1,915965,256554,1,7.715764045715332,7.967602252960205,0.9502051472663879,0.12117362167924789,0.9931724071502686,0.06347262859344482,0.28466796875,128
head,,21,0,literal,1234,8192,8191,0.1,915965,256554,1,4.517331123352051,4.516763687133789,0.1119522675871849,0.024784390674590293,0.999692976474762,0.007632136344909668,0.0361328125,128
head,,20,6,literal,1234,8192,8191,0.1,915965,256554,1,7.425711154937744,7.479016304016113,0.2869434952735901,0.03850368898912161,0.9992843866348267,0.021210312843322754,0.06640625,128
head,,20,9,literal,1234,8192,8191,0.1,915965,256554,1,13.120577812194824,13.029858589172363,0.5171886682510376,0.03955487857357502,0.9992417693138123,0.0378260612487793,0.1171875,128
head,,21,3,literal,1234,8192,8191,0.1,915965,256554,1,4.877044677734375,4.917795181274414,0.19290803372859955,0.039389726938960146,0.9992587566375732,0.013557672500610352,0.0546875,128
head,,21,1,literal,1234,8192,8191,0.1,915965,256554,1,4.4803853034973145,4.460806846618652,0.1511598825454712,0.03381201969661521,0.9994381070137024,0.010378718376159668,0.0625,128
head,,21,4,literal,1234,8192,8191,0.1,915965,256554,1,5.699361324310303,5.667062282562256,0.25913265347480774,0.04559616330296305,0.9989765882492065,0.018104135990142822,0.079833984375,128
head,,21,5,literal,1234,8192,8191,0.1,915965,256554,1,4.549972057342529,4.499610424041748,0.2269628643989563,0.050159853201147624,0.9988039135932922,0.01610560715198517,0.0557861328125,128
head,,17,3,literal,1234,8192,8191,0.1,915965,256554,1,6.660325050354004,6.5308146476745605,0.2919185757637024,0.04425979596097069,0.9992132782936096,0.019784867763519287,0.078125,128
head,,23,4,literal,1234,8192,8191,0.1,915965,256554,1,7.7692694664001465,7.7820024490356445,0.8243497014045715,0.10601701338478216,0.9943815469741821,0.059773921966552734,0.228515625,128
head,,20,3,literal,1234,8192,8191,0.1,915965,256554,1,5.8106842041015625,5.782887935638428,0.20501086115837097,0.03536629758064692,0.9993861317634583,0.014473795890808105,0.05029296875,128
head,,21,2,literal,1234,8192,8191,0.1,915965,256554,1,6.199238300323486,6.212799549102783,0.44024091958999634,0.07093773398545444,0.9974862337112427,0.030453205108642578,0.13720703125,128
head,,22,8,literal,1234,8192,8191,0.1,915965,256554,1,1.541344165802002,1.6744868755340576,0.1624622493982315,0.10103904546597972,0.9983210563659668,0.011137723922729492,0.0517578125,128
head,,22,3,literal,1234,8192,8191,0.1,915965,256554,1,5.4481520652771,5.681429386138916,0.3814972937107086,0.06855555087602522,0.9985280632972717,0.02607119083404541,0.11328125,128
head,,17,8,literal,1234,8192,8191,0.1,915965,256554,1,4.132049560546875,4.151246070861816,0.11650528013706207,0.02813017555362773,0.9996150732040405,0.007845520973205566,0.033203125,128
head,,18,1,literal,1234,8192,8191,0.1,915965,256554,1,2.5029995441436768,2.491084337234497,0.1944754421710968,0.07788232908792438,0.9969786405563354,0.01344752311706543,0.046875,128
head,,20,5,literal,1234,8192,8191,0.1,915965,256554,1,5.468891620635986,6.0391669273376465,2.764875650405884,0.4805112241791175,0.8891936540603638,0.19449524581432343,0.55859375,128
head,,20,0,literal,1234,8192,8191,0.1,915965,256554,1,4.160665035247803,4.245360851287842,0.45852595567703247,0.10909458568560361,0.9942516684532166,0.0319138765335083,0.1380615234375,128
head,,20,2,literal,1234,8192,8191,0.1,915965,256554,1,3.277158498764038,3.250612735748291,0.39150866866111755,0.1199517123367348,0.9928386807441711,0.028050601482391357,0.09619140625,128
head,,20,1,literal,1234,8192,8191,0.1,915965,256554,1,5.833273410797119,5.841196060180664,0.06895848363637924,0.011813553293844658,0.9999312162399292,0.004727542400360107,0.015625,128
head,,20,10,literal,1234,8192,8191,0.1,915965,256554,1,3.5041584968566895,3.4621164798736572,0.20225660502910614,0.058067361884137456,0.9983869791030884,0.014631509780883789,0.0484161376953125,128
group,answer_address,,,literal,1235,8192,8193,0.1,822782,347875,3,13.798016548156738,13.090174674987793,10.212498664855957,0.7596270481790796,0.7126703262329102,0.304606556892395,3.953125,384
group,non_address_core,,,literal,1235,8192,8193,0.1,822782,347875,16,29.756847381591797,29.628761291503906,1.3828283548355103,0.04657116044554385,0.9989252090454102,0.02038222923874855,0.314697265625,2048
group,strong13,,,literal,1235,8192,8193,0.1,822782,347875,13,29.499727249145508,29.0590877532959,10.215665817260742,0.3489027507416206,0.9392434358596802,0.08170439302921295,3.953125,1664
group,core19,,,literal,1235,8192,8193,0.1,822782,347875,19,32.80023193359375,32.3916015625,10.305692672729492,0.31616514278117375,0.9500967860221863,0.06525975465774536,3.953125,2432
group,first_token_sink,,,literal,1235,8192,8193,0.1,822782,347875,6,12.361960411071777,12.38275146484375,0.5834384560585022,0.04715661746107243,0.9988895654678345,0.013166247867047787,0.1201171875,768
group,query_tail,,,literal,1235,8192,8193,0.1,822782,347875,9,26.491281509399414,26.33723258972168,1.2309107780456543,0.04660024227583311,0.998931348323822,0.025580408051609993,0.314697265625,1152
group,answer_address_inactive_control,,,literal,1235,8192,8193,0.1,822782,347875,3,8.457792282104492,8.432294845581055,0.3971516788005829,0.04702778331434276,0.9988988637924194,0.014786374755203724,0.08203125,384
group,query_tail_inactive_control,,,literal,1235,8192,8193,0.1,822782,347875,9,12.842370986938477,13.02783203125,2.0630931854248047,0.15949570894162005,0.9873828291893005,0.026839496567845345,0.494140625,1152
head,,22,7,literal,1235,8192,8193,0.1,822782,347875,1,9.542489051818848,7.84628963470459,9.733502388000488,1.1195153568253873,0.38653573393821716,0.6527014970779419,3.953125,128
head,,21,11,literal,1235,8192,8193,0.1,822782,347875,1,9.179524421691895,9.766860961914062,2.8592517375946045,0.30182556510949843,0.9563305974006653,0.18194961547851562,1.39306640625,128
head,,22,10,literal,1235,8192,8193,0.1,822782,347875,1,3.8810462951660156,3.7943167686462402,1.1741987466812134,0.3059656558052131,0.9534419775009155,0.07916855812072754,0.39453125,128
head,,20,7,literal,1235,8192,8193,0.1,822782,347875,1,12.689908981323242,12.660013198852539,0.36068326234817505,0.028456360519342156,0.99959796667099,0.025656700134277344,0.09375,128
head,,18,3,literal,1235,8192,8193,0.1,822782,347875,1,3.6625142097473145,3.668236255645752,0.1852240115404129,0.05053343785600576,0.9987244606018066,0.013276100158691406,0.044677734375,128
head,,17,10,literal,1235,8192,8193,0.1,822782,347875,1,2.9406402111053467,2.9400618076324463,0.0667671263217926,0.022707195878672728,0.9997422099113464,0.004613161087036133,0.01611328125,128
head,,20,8,literal,1235,8192,8193,0.1,822782,347875,1,10.911602973937988,10.814230918884277,0.3665722608566284,0.033745287998150054,0.9994708299636841,0.02698540687561035,0.08203125,128
head,,22,0,literal,1235,8192,8193,0.1,822782,347875,1,5.606898784637451,5.348118782043457,0.729192852973938,0.13312490802237295,0.9922505021095276,0.047287940979003906,0.314697265625,128
head,,22,4,literal,1235,8192,8193,0.1,822782,347875,1,7.576228618621826,7.753105640411377,0.5986185073852539,0.078101044346724,0.997215986251831,0.03988628089427948,0.279296875,128
head,,21,0,literal,1235,8192,8193,0.1,822782,347875,1,4.529141902923584,4.5426154136657715,0.12333594262599945,0.027191190928456007,0.9996346831321716,0.0076025500893592834,0.056640625,128
head,,20,6,literal,1235,8192,8193,0.1,822782,347875,1,7.632737159729004,7.610805988311768,0.22071382403373718,0.028958336246400193,0.9995849132537842,0.01597541570663452,0.0703125,128
head,,20,9,literal,1235,8192,8193,0.1,822782,347875,1,13.487034797668457,13.34186840057373,0.388343870639801,0.028949664305713777,0.999639630317688,0.02751636505126953,0.140625,128
head,,21,3,literal,1235,8192,8193,0.1,822782,347875,1,4.844579219818115,4.81998348236084,0.13550753891468048,0.02804214594916523,0.9996198415756226,0.009486876428127289,0.0390625,128
head,,21,1,literal,1235,8192,8193,0.1,822782,347875,1,4.446870803833008,4.431821346282959,0.13059478998184204,0.02941757361868579,0.9995729923248291,0.009219220839440823,0.03125,128
head,,21,4,literal,1235,8192,8193,0.1,822782,347875,1,5.555543422698975,5.557097434997559,0.23805969953536987,0.04284484715808871,0.9990823268890381,0.016894519329071045,0.0556640625,128
head,,21,5,literal,1235,8192,8193,0.1,822782,347875,1,4.396839141845703,4.393939018249512,0.1821783035993576,0.04144759434980086,0.999141275882721,0.012283086776733398,0.0625,128
head,,17,3,literal,1235,8192,8193,0.1,822782,347875,1,6.83084774017334,6.726302146911621,0.24728699028491974,0.036480675118963524,0.9994535446166992,0.016178607940673828,0.1015625,128
head,,23,4,literal,1235,8192,8193,0.1,822782,347875,1,7.8154191970825195,7.865954875946045,0.5021201968193054,0.06404033147617277,0.9979702234268188,0.03579258918762207,0.1201171875,128
head,,20,3,literal,1235,8192,8193,0.1,822782,347875,1,5.711516380310059,5.751901626586914,0.2561701536178589,0.0446935030134527,0.9990260601043701,0.01746085286140442,0.08984375,128
head,,21,2,literal,1235,8192,8193,0.1,822782,347875,1,6.1333842277526855,6.14766263961792,0.3179487884044647,0.05177877616430563,0.9986622333526611,0.022373661398887634,0.08203125,128
head,,22,8,literal,1235,8192,8193,0.1,822782,347875,1,1.6519757509231567,1.6798186302185059,0.0879007875919342,0.0527648333219257,0.9987475275993347,0.006281733512878418,0.021484375,128
head,,22,3,literal,1235,8192,8193,0.1,822782,347875,1,5.584517955780029,5.521597385406494,0.22115936875343323,0.03982659318029478,0.9992711544036865,0.015703730285167694,0.056640625,128
head,,17,8,literal,1235,8192,8193,0.1,822782,347875,1,3.965161085128784,4.003549098968506,0.09852927178144455,0.024729038829414053,0.9997406601905823,0.0068032145500183105,0.02734375,128
head,,18,1,literal,1235,8192,8193,0.1,822782,347875,1,2.491077423095703,2.492103338241577,0.15157172083854675,0.060833322368932546,0.9981498122215271,0.010706290602684021,0.044921875,128
head,,20,5,literal,1235,8192,8193,0.1,822782,347875,1,5.893209457397461,6.308337688446045,1.9647612571716309,0.32205116837841874,0.9503992795944214,0.13495445251464844,0.494140625,128
head,,20,0,literal,1235,8192,8193,0.1,822782,347875,1,4.1895036697387695,4.170894145965576,0.3158632218837738,0.07556176843414071,0.9971550703048706,0.021826744079589844,0.080078125,128
head,,20,2,literal,1235,8192,8193,0.1,822782,347875,1,3.0232791900634766,3.1097748279571533,0.4080897867679596,0.13307881703597507,0.9915410280227661,0.028948426246643066,0.1351318359375,128
head,,20,1,literal,1235,8192,8193,0.1,822782,347875,1,5.941096782684326,5.936645030975342,0.03876776248216629,0.006527800164435718,0.9999788999557495,0.002517126500606537,0.009765625,128
head,,20,10,literal,1235,8192,8193,0.1,822782,347875,1,3.5162415504455566,3.474146842956543,0.1973259001970291,0.05645634808597353,0.9984787702560425,0.01381373405456543,0.05078125,128
