group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
answer_address,literal,1234,8192,8192,0.5,915965,256554,3,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.390625,0.1640625,2.4575300216674805,0.06675910306425493
non_address_core,literal,1234,8192,8192,0.5,915965,256554,16,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.541666666666667,0.013020833333333037,2.4575300216674805,0.005298341513035986
strong13,literal,1234,8192,8192,0.5,915965,256554,13,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.4453125,0.109375,2.4575300216674805,0.04450606870950329
core19,literal,1234,8192,8192,0.5,915965,256554,19,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.3671875,0.1875,2.4575300216674805,0.07629611778771993
first_token_sink,literal,1234,8192,8192,0.5,915965,256554,6,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.5546875,0.0,2.4575300216674805,0.0
query_tail,literal,1234,8192,8192,0.5,915965,256554,9,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.598958333333333,-0.04427083333333304,2.4575300216674805,-0.01801436114432264
answer_address_inactive_control,literal,1234,8192,8192,0.5,915965,256554,3,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.5703125,-0.015625,2.4575300216674805,-0.006358009815643328
query_tail_inactive_control,literal,1234,8192,8192,0.5,915965,256554,9,-2.0971574783325195,-4.5546875,-2.303045908610026,-4.598958333333333,-0.04427083333333304,2.4575300216674805,-0.01801436114432264
answer_address,literal,1235,8192,8192,0.5,822782,347875,3,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.640625,0.29427083333333304,2.9546953837076817,0.09959430503596248
non_address_core,literal,1235,8192,8192,0.5,822782,347875,16,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.915364583333333,0.01953125,2.9546953837076817,0.0066102414846877814
strong13,literal,1235,8192,8192,0.5,822782,347875,13,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.651041666666667,0.2838541666666661,2.9546953837076817,0.09606884291079555
core19,literal,1235,8192,8192,0.5,822782,347875,19,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.638020833333333,0.296875,2.9546953837076817,0.10047567056725427
first_token_sink,literal,1235,8192,8192,0.5,822782,347875,6,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.921875,0.013020833333333037,2.9546953837076817,0.004406827656458421
query_tail,literal,1235,8192,8192,0.5,822782,347875,9,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.930989583333333,0.00390625,2.9546953837076817,0.0013220482969375563
answer_address_inactive_control,literal,1235,8192,8192,0.5,822782,347875,3,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.920572916666667,0.014322916666666075,2.9546953837076817,0.004847510422104173
query_tail_inactive_control,literal,1235,8192,8192,0.5,822782,347875,9,-1.9802004496256511,-4.934895833333333,-2.146705945332845,-4.893229166666667,0.041666666666666075,2.9546953837076817,0.014101848500667067
answer_address,literal,1236,8192,8191,0.5,659279,262639,3,-2.052634080251058,-4.911458333333333,-2.2403510411580405,-4.786458333333333,0.125,2.858824253082275,0.043724268767214275
non_address_core,literal,1236,8192,8191,0.5,659279,262639,16,-2.052634080251058,-4.911458333333333,-2.2403510411580405,-4.8828125,0.028645833333333037,2.858824253082275,0.010020144925819836
strong13,literal,1236,8192,8191,0.5,659279,262639,13,-2.052634080251058,-4.911458333333333,-2.2403510411580405,-4.716145833333333,0.1953125,2.858824253082275,0.06831916994877231
core19,literal,1236,8192,8191,0.5,659279,262639,19,-2.052634080251058,-4.911458333333333,-2.2403510411580405,-4.736979166666667,0.17447916666666607,2.858824253082275,0.061031791820903056
