group,variant,seed,target_tokens,actual_tokens,needle_frac,gold,n_heads,baseline_logprob,ablated_logprob,delta_logprob
first_token_sink,relational,301238,8192,8192,0.1,112467,6,-1.8965892791748047,-2.281904379526774,-0.38531510035196925
query_tail,relational,301238,8192,8192,0.1,112467,9,-1.8965892791748047,-2.9179533322652182,-1.0213640530904136
answer_address,relational,301239,8192,8192,0.1,367666,3,-2.0757907231648765,-2.1707258224487305,-0.09493509928385402
non_address_core,relational,301239,8192,8192,0.1,367666,16,-2.0757907231648765,-3.441221237182617,-1.3654305140177407
strong13,relational,301239,8192,8192,0.1,367666,13,-2.0757907231648765,-3.4414294560750327,-1.3656387329101562
core19,relational,301239,8192,8192,0.1,367666,19,-2.0757907231648765,-3.5042956670125327,-1.4285049438476562
first_token_sink,relational,301239,8192,8192,0.1,367666,6,-2.0757907231648765,-2.4294689496358237,-0.35367822647094727
query_tail,relational,301239,8192,8192,0.1,367666,9,-2.0757907231648765,-3.1288607915242515,-1.053070068359375
answer_address,relational,301240,8192,8192,0.1,321185,3,-1.9910899798075359,-2.1273547808329263,-0.1362648010253904
non_address_core,relational,301240,8192,8192,0.1,321185,16,-1.9910899798075359,-3.4389826456705728,-1.4478926658630369
strong13,relational,301240,8192,8192,0.1,321185,13,-1.9910899798075359,-3.376946131388346,-1.3858561515808103
core19,relational,301240,8192,8192,0.1,321185,19,-1.9910899798075359,-3.4391992886861167,-1.4481093088785808
first_token_sink,relational,301240,8192,8192,0.1,321185,6,-1.9910899798075359,-2.3656554222106934,-0.3745654424031575
query_tail,relational,301240,8192,8192,0.1,321185,9,-1.9910899798075359,-3.0432165463765464,-1.0521265665690105
answer_address,relational,301241,8192,8192,0.1,795577,3,-1.8352765242258708,-1.9714741706848145,-0.1361976464589436
non_address_core,relational,301241,8192,8192,0.1,795577,16,-1.8352765242258708,-3.1278649965922036,-1.2925884723663328
strong13,relational,301241,8192,8192,0.1,795577,13,-1.8352765242258708,-3.1486903031667075,-1.3134137789408367
core19,relational,301241,8192,8192,0.1,795577,19,-1.8352765242258708,-3.128596385320028,-1.293319861094157
first_token_sink,relational,301241,8192,8192,0.1,795577,6,-1.8352765242258708,-2.2204947471618652,-0.3852182229359944
query_tail,relational,301241,8192,8192,0.1,795577,9,-1.8352765242258708,-2.7524843215942383,-0.9172077973683674
answer_address,distractor_heavy,401234,8192,8193,0.1,210681,3,-2.2505248387654624,-2.4488738377889,-0.1983489990234375
non_address_core,distractor_heavy,401234,8192,8193,0.1,210681,16,-2.2505248387654624,-3.6463867823282876,-1.3958619435628252
