unit_type,group,layer,head,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_l2,corrupt_l2,diff_l2,relative_diff_l2,cosine_similarity,mean_abs_diff,max_abs_diff,n_elements
group,answer_address,,,literal,1234,8192,8192,0.9,915965,256554,3,13.985642433166504,14.089131355285645,10.291107177734375,0.7331212892598524,0.7312902808189392,0.31149420142173767,2.85546875,384
group,non_address_core,,,literal,1234,8192,8192,0.9,915965,256554,16,28.802499771118164,28.94401741027832,2.0630459785461426,0.07145178893007836,0.9974599480628967,0.025860369205474854,0.6004638671875,2048
group,strong13,,,literal,1234,8192,8192,0.9,915965,256554,13,28.83103370666504,29.05860710144043,10.407811164855957,0.3595742181008212,0.9353833794593811,0.08920105546712875,2.85546875,1664
group,core19,,,literal,1234,8192,8192,0.9,915965,256554,19,32.01846694946289,32.19098663330078,10.495855331420898,0.3269255458743974,0.946574330329895,0.07096044719219208,2.85546875,2432
group,first_token_sink,,,literal,1234,8192,8192,0.9,915965,256554,6,12.319540023803711,12.226410865783691,0.8842754364013672,0.07205061562935695,0.9974330067634583,0.016335060819983482,0.197265625,768
group,query_tail,,,literal,1234,8192,8192,0.9,915965,256554,9,25.415508270263672,25.610511779785156,1.8497854471206665,0.07250361463842589,0.9974009990692139,0.03333030268549919,0.6004638671875,1152
group,answer_address_inactive_control,,,literal,1234,8192,8192,0.9,915965,256554,3,8.65800952911377,8.91929817199707,0.6018414497375488,0.06847936668930407,0.9980970025062561,0.022749759256839752,0.13671875,384
group,query_tail_inactive_control,,,literal,1234,8192,8192,0.9,915965,256554,9,12.959498405456543,13.113840103149414,2.0753402709960938,0.15919252306804452,0.9873988032341003,0.029900312423706055,0.555419921875,1152
head,,22,7,literal,1234,8192,8192,0.9,915965,256554,1,7.609864234924316,8.711102485656738,9.07250690460205,1.1117609710166794,0.3883143663406372,0.5771246552467346,2.85546875,128
head,,21,11,literal,1234,8192,8192,0.9,915965,256554,1,11.147674560546875,10.512066841125488,4.7621564865112305,0.4397242236828867,0.9049616456031799,0.28996849060058594,2.109375,128
head,,22,10,literal,1234,8192,8192,0.9,915965,256554,1,3.662996292114258,3.4809188842773438,0.958320140838623,0.26828989907538947,0.9652868509292603,0.06738942861557007,0.259765625,128
head,,20,7,literal,1234,8192,8192,0.9,915965,256554,1,12.61037826538086,12.557836532592773,0.524426281452179,0.04167369721386851,0.9991403818130493,0.03839588165283203,0.15234375,128
head,,18,3,literal,1234,8192,8192,0.9,915965,256554,1,3.644200325012207,3.6735520362854004,0.1991237848997116,0.05442211626423563,0.9985512495040894,0.013532400131225586,0.04736328125,128
head,,17,10,literal,1234,8192,8192,0.9,915965,256554,1,3.0111677646636963,3.007411241531372,0.09080462902784348,0.030174773458776925,0.9995455741882324,0.006406933069229126,0.0244140625,128
head,,20,8,literal,1234,8192,8192,0.9,915965,256554,1,9.76242446899414,9.876911163330078,0.31463301181793213,0.03204110543333047,0.9995547533035278,0.02191063016653061,0.0703125,128
head,,22,0,literal,1234,8192,8192,0.9,915965,256554,1,6.132472038269043,6.0798211097717285,1.4217807054519653,0.2328441822050534,0.9729284048080444,0.08646023273468018,0.6004638671875,128
head,,22,4,literal,1234,8192,8192,0.9,915965,256554,1,7.349261283874512,7.645999908447266,0.7799015641212463,0.10401973718478337,0.9953712224960327,0.0519099235534668,0.264404296875,128
