unit_type,group,layer,head,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_l2,corrupt_l2,diff_l2,relative_diff_l2,cosine_similarity,mean_abs_diff,max_abs_diff,n_elements
group,answer_address,,,literal,1234,8192,8192,0.5,915965,256554,3,10.825736045837402,9.572510719299316,5.7483954429626465,0.5636166195211845,0.8481442928314209,0.1956241875886917,1.59130859375,384
group,non_address_core,,,literal,1234,8192,8192,0.5,915965,256554,16,29.644546508789062,29.685497283935547,1.5378429889678955,0.05184027823544181,0.9986575841903687,0.022734908387064934,0.384765625,2048
group,strong13,,,literal,1234,8192,8192,0.5,915965,256554,13,28.113178253173828,27.711326599121094,5.772948741912842,0.20682489731659548,0.9787144660949707,0.05798618122935295,1.59130859375,1664
group,core19,,,literal,1234,8192,8192,0.5,915965,256554,19,31.559396743774414,31.19072723388672,5.950545787811279,0.18965845517467525,0.982083797454834,0.050033215433359146,1.59130859375,2432
group,first_token_sink,,,literal,1234,8192,8192,0.5,915965,256554,6,12.569839477539062,12.498336791992188,0.714806854724884,0.05702902732447159,0.9983901381492615,0.017969200387597084,0.14990234375,768
group,query_tail,,,literal,1234,8192,8192,0.5,915965,256554,9,26.158170700073242,26.248676300048828,1.3031100034713745,0.04973052484795886,0.9987696409225464,0.025443991646170616,0.384765625,1152
group,answer_address_inactive_control,,,literal,1234,8192,8192,0.5,915965,256554,3,8.30944538116455,8.511590957641602,0.7303315997123718,0.08683550585138394,0.9965181350708008,0.026417069137096405,0.15625,384
group,query_tail_inactive_control,,,literal,1234,8192,8192,0.5,915965,256554,9,14.391119003295898,14.401839256286621,5.030430793762207,0.3494209069044193,0.9389529824256897,0.05992205813527107,1.1640625,1152
head,,22,7,literal,1234,8192,8192,0.5,915965,256554,1,6.2364959716796875,5.092004776000977,4.709303855895996,0.8314081378968269,0.6714399456977844,0.3095266819000244,1.59130859375,128
head,,21,11,literal,1234,8192,8192,0.5,915965,256554,1,8.292773246765137,7.446305274963379,3.0629005432128906,0.38920964006684594,0.9298399090766907,0.1924452781677246,1.3125,128
head,,22,10,literal,1234,8192,8192,0.5,915965,256554,1,3.0874884128570557,3.2026538848876953,1.2186673879623413,0.3874848390629505,0.9255732893943787,0.0849006175994873,0.35888671875,128
head,,20,7,literal,1234,8192,8192,0.5,915965,256554,1,13.07341194152832,13.0137939453125,0.3472652733325958,0.02662341646237913,0.9996560215950012,0.024617791175842285,0.10546875,128
head,,18,3,literal,1234,8192,8192,0.5,915965,256554,1,3.7575039863586426,3.8050215244293213,0.19519028067588806,0.05162039596360993,0.9987465739250183,0.013427972793579102,0.04345703125,128
head,,17,10,literal,1234,8192,8192,0.5,915965,256554,1,3.129457712173462,3.1118526458740234,0.07935979217290878,0.025430490592599046,0.9996924996376038,0.005603015422821045,0.0234375,128
